"","X","university","r_status","state","npt4_pub","npt4_priv","costt4_a","grad_debt_mdn","avgfacsal","unemp_rate","year"
"1",1,"Indiana University-Purdue University-Indianapolis","R2","IN",10987,NA,20704,22343,8512,2.900000095,"latest"
"2",2,"University of Kansas","R1","KS",18571,NA,24996,21105,10156,2.5,"latest"
"3",3,"Boston College","R1","MA",NA,33562,70588,16939,15323,2.880000114,"latest"
"4",4,"Oakland University","R2","MI",11560,NA,21231,25000,9452,3.210000038,"latest"
"5",5,"University of Mississippi","R1","MS",13857,NA,24822,19500,9217,3.640000105,"latest"
"6",6,"Missouri University of Science and Technology","R2","MO",14205,NA,22012,24750,10628,3.049999952,"latest"
"7",7,"Washington University in St Louis","R1","MO",NA,27427,71975,16075,14960,3.039999962,"latest"
"8",8,"Montana State University","R1","MT",18036,NA,20464,23500,8875,3.789999962,"latest"
"9",9,"University of Nebraska at Omaha","R2","NE",13511,NA,18849,20250,8377,2.319999933,"latest"
"10",10,"University of Nevada-Las Vegas","R1","NV",10551,NA,17582,18750,10778,3.829999924,"latest"
"11",11,"University of Colorado Boulder","R1","CO",21510,NA,30178,19500,11684,2.730000019,"latest"
"12",12,"University of Southern California","R1","CA",NA,30453,72097,19500,14712,3.670000076,"latest"
"13",13,"Yale University","R1","CT",NA,18770,71290,13000,19093,3.529999971,"latest"
"14",14,"Delaware State University","R2","DE",13789,NA,22627,27000,8272,4.650000095,"latest"
"15",15,"Florida International University","R1","FL",8311,NA,19434,18000,10514,4.420000076,"latest"
"16",16,"Florida State University","R1","FL",10744,NA,21623,19973,11108,3.619999886,"latest"
"17",17,"University of South Florida-Main Campus","R1","FL",9838,NA,20456,18750,10168,3.200000048,"latest"
"18",18,"University of Hawaii at Manoa","R1","HI",15286,NA,23948,19450,12163,3.529999971,"latest"
"19",19,"Mercer University","R2","GA",NA,20828,50850,25000,8639,3.109999895,"latest"
"20",20,"Georgia Southern University","R2","GA",15795,NA,21884,23250,6684,3.420000076,"latest"
"21",21,"Oregon State University","R1","OR",19969,NA,25843,22500,9910,3.930000067,"latest"
"22",22,"University of Memphis","R2","TN",13048,NA,22676,25000,8934,4.099999905,"latest"
"23",23,"Baylor University","R2","TX",NA,32601,60619,24250,9968,3.119999886,"latest"
"24",24,"Texas A & M University-Kingsville","R2","TX",14796,NA,22165,22532,7914,4.679999828,"latest"
"25",25,"The University of Texas at Austin","R1","TX",16505,NA,25228,20000,12940,3.25999999,"latest"
"26",26,"Texas Tech University","R1","TX",17033,NA,23157,21500,9228,3.029999971,"latest"
"27",27,"California Institute of Technology","R1","CA",NA,23820,68901,8700,19993,3.140000105,"latest"
"28",28,"University of California-Santa Cruz","R1","CA",17699,NA,35982,19000,14426,3.660000086,"latest"
"29",29,"Florida Institute of Technology","R2","FL",NA,31900,58508,27000,9694,2.880000114,"latest"
"30",30,"Clark Atlanta University","R2","GA",NA,33276,37382,28500,7467,4.670000076,"latest"
"31",31,"Northwestern University","R1","IL",NA,24840,72960,15000,17189,3.049999952,"latest"
"32",32,"University of Illinois at Urbana-Champaign","R1","IL",17302,NA,30082,19000,12525,3.140000105,"latest"
"33",33,"Indiana University-Bloomington","R1","IN",13428,NA,24326,20500,10467,2.769999981,"latest"
"34",34,"Louisiana State University and Agricultural & Mechanical College","R1","LA",15428,NA,28539,20250,10192,3.650000095,"latest"
"35",35,"Louisiana Tech University","R2","LA",9839,NA,20098,20876,7893,4.519999981,"latest"
"36",36,"Hampton University","R2","VA",NA,28568,40521,26000,7186,4.010000229,"latest"
"37",37,"University of Washington-Seattle Campus","R1","WA",12001,NA,25275,15000,13086,3.619999886,"latest"
"38",38,"Marshall University","R2","WV",8894,NA,19016,23500,7651,3.890000105,"latest"
"39",39,"West Virginia University","R1","WV",12539,NA,21278,23872,10123,3.359999895,"latest"
"40",40,"The University of Alabama","R1","AL",22232,NA,29424,23250,10225,3.25999999,"latest"
"41",41,"University of Alaska Fairbanks","R2","AK",11297,NA,18510,19407,9584,6.559999943,"latest"
"42",42,"University of South Alabama","R2","AL",14871,NA,19835,25000,7239,3.900000095,"latest"
"43",43,"University of Arkansas","R1","AR",15642,NA,22750,21500,9866,3.799999952,"latest"
"44",44,"University of California-Riverside","R1","CA",12743,NA,32843,19000,13408,4.389999866,"latest"
"45",45,"Claremont Graduate University","R2","CA",NA,NA,NA,NA,13883,4,"latest"
"46",46,"University of California-Davis","R1","CA",14729,NA,35252,13000,14603,3.849999905,"latest"
"47",47,"Clemson University","R1","SC",18252,NA,29499,21500,10218,3.049999952,"latest"
"48",48,"East Tennessee State University","R2","TN",11206,NA,19897,20785,7304,3.160000086,"latest"
"49",49,"Tennessee State University","R2","TN",10427,NA,20148,28017,7364,4.239999771,"latest"
"50",50,"Texas Christian University","R2","TX",NA,37513,62669,21000,11766,2.839999914,"latest"
"51",51,"The University of Texas Rio Grande Valley","R2","TX",4166,NA,13534,11661,6192,6.28000021,"latest"
"52",52,"Brigham Young University-Provo","R2","UT",NA,13181,18136,12100,10974,3.349999905,"latest"
"53",53,"Marquette University","R2","WI",NA,29693,54851,24623,9938,2.890000105,"latest"
"54",54,"University of New England","R2","ME",NA,33729,53663,25989,8888,2.75999999,"latest"
"55",55,"Clark University","R2","MA",NA,28455,54760,26000,10859,2.970000029,"latest"
"56",56,"Harvard University","R1","MA",NA,15561,71135,13875,20484,3.460000038,"latest"
"57",57,"Worcester Polytechnic Institute","R2","MA",NA,41390,64730,27000,12477,2.769999981,"latest"
"58",58,"University of Massachusetts-Dartmouth","R2","MA",19516,NA,27142,25763,10873,3.130000114,"latest"
"59",59,"The New School","R2","NY",NA,42812,67295,24250,11585,3.670000076,"latest"
"60",60,"Stony Brook University","R1","NY",14893,NA,24718,19000,12058,3.559999943,"latest"
"61",61,"Wake Forest University","R2","NC",NA,32129,69090,19490,11666,2.670000076,"latest"
"62",62,"University of Cincinnati-Main Campus","R1","OH",22682,NA,27097,21750,9936,2.910000086,"latest"
"63",63,"University of California-Merced","R2","CA",12253,NA,34517,19000,11225,3.849999905,"latest"
"64",64,"Clarkson University","R2","NY",NA,30485,65899,26125,10833,3.589999914,"latest"
"65",65,"CUNY City College","R2","NY",3744,NA,14430,12500,12469,6.389999866,"latest"
"66",66,"Fordham University","R2","NY",NA,36301,67393,25815,13782,3.640000105,"latest"
"67",67,"Rensselaer Polytechnic Institute","R1","NY",NA,36159,70132,25500,12554,3.049999952,"latest"
"68",68,"East Carolina University","R2","NC",16506,NA,21950,24250,8629,3.369999886,"latest"
"69",69,"Case Western Reserve University","R1","OH",NA,32938,67083,23250,11878,3.00999999,"latest"
"70",70,"North Dakota State University-Main Campus","R2","ND",16062,NA,20733,22652,9107,2.859999895,"latest"
"71",71,"Wayne State University","R1","MI",14226,NA,23848,22500,10622,4.650000095,"latest"
"72",72,"University of Nebraska-Lincoln","R1","NE",18086,NA,23936,21000,10936,2.25999999,"latest"
"73",73,"University of New Hampshire-Main Campus","R1","NH",22909,NA,32469,27000,11893,2.50999999,"latest"
"74",74,"Arizona State University-Tempe","R1","AZ",11644,NA,25621,20349,11451,3.150000095,"latest"
"75",75,"Princeton University","R1","NJ",NA,9749,66950,9850,20185,3.529999971,"latest"
"76",76,"Rutgers University-Camden","R2","NJ",13293,NA,26097,22032,11354,3.529999971,"latest"
"77",77,"Seton Hall University","R2","NJ",NA,28903,54967,24500,9807,3.579999924,"latest"
"78",78,"Stevens Institute of Technology","R2","NJ",NA,37598,66642,26247,13258,3.140000105,"latest"
"79",79,"Oklahoma State University-Main Campus","R1","OK",14878,NA,23446,21000,9060,2.950000048,"latest"
"80",80,"University of Pennsylvania","R1","PA",NA,25033,72584,19500,17887,3.400000095,"latest"
"81",81,"Utah State University","R2","UT",13150,NA,18531,14000,9214,3.569999933,"latest"
"82",82,"Old Dominion University","R2","VA",15680,NA,23993,24385,8428,3.039999962,"latest"
"83",83,"North Carolina A & T State University","R2","NC",10046,NA,17639,28360,8722,4.119999886,"latest"
"84",84,"Air Force Institute of Technology-Graduate School of Engineering & Management","R2","OH",NA,NA,NA,NA,NA,NA,"latest"
"85",85,"Bowling Green State University-Main Campus","R2","OH",18456,NA,23804,25251,9101,2.940000057,"latest"
"86",86,"Kent State University at Kent","R2","OH",17807,NA,23751,25000,9143,2.940000057,"latest"
"87",87,"Azusa Pacific University","R2","CA",NA,25451,51578,24500,9160,3.829999924,"latest"
"88",88,"Chapman University","R2","CA",NA,40251,69018,21250,11826,4,"latest"
"89",89,"University of California-Berkeley","R1","CA",14846,NA,36739,13750,17125,3.690000057,"latest"
"90",90,"University of California-Los Angeles","R1","CA",14171,NA,33654,15000,18392,4.070000172,"latest"
"91",91,"University of Colorado Denver/Anschutz Medical Campus","R1","CO",15446,NA,22243,21022,10640,2.809999943,"latest"
"92",92,"University of Kentucky","R1","KY",18523,NA,28711,23102,10688,2.99000001,"latest"
"93",93,"Michigan Technological University","R2","MI",15348,NA,28176,25079,10344,3.450000048,"latest"
"94",94,"New Jersey Institute of Technology","R1","NJ",18696,NA,30562,23000,12544,4.019999981,"latest"
"95",95,"University of New Mexico-Main Campus","R1","NM",14329,NA,19235,18750,9057,4.989999771,"latest"
"96",96,"Nova Southeastern University","R2","FL",NA,25816,47432,22907,10230,3.630000114,"latest"
"97",97,"University of Idaho","R2","ID",14502,NA,20937,23000,9346,4.239999771,"latest"
"98",98,"Wichita State University","R2","KS",14876,NA,20038,21625,7873,3.089999914,"latest"
"99",99,"Tulane University of Louisiana","R1","LA",NA,35132,69517,22022,11783,3.349999905,"latest"
"100",100,"University of Louisiana at Lafayette","R2","LA",11228,NA,20807,20750,8337,4.340000153,"latest"
"101",101,"University of Maryland-Baltimore County","R2","MD",18706,NA,24522,21000,9869,2.74000001,"latest"
"102",102,"University of Maryland Eastern Shore","R2","MD",17745,NA,24376,28000,8202,4.260000229,"latest"
"103",103,"Johns Hopkins University","R1","MD",NA,30701,69863,15500,13332,3.039999962,"latest"
"104",104,"Illinois Institute of Technology","R2","IL",NA,21917,60112,26000,12396,3.410000086,"latest"
"105",105,"Southern Illinois University-Carbondale","R2","IL",16843,NA,27945,21500,7652,3.910000086,"latest"
"106",106,"University of Iowa","R1","IA",15893,NA,22607,22000,10160,2.660000086,"latest"
"107",107,"Emory University","R1","GA",NA,24593,66950,18000,14486,2.910000086,"latest"
"108",108,"Georgia Institute of Technology-Main Campus","R1","GA",14927,NA,28501,23750,12727,2.960000038,"latest"
"109",109,"Boise State University","R2","ID",15020,NA,19573,23084,8091,3.359999895,"latest"
"110",110,"University of Massachusetts-Boston","R2","MA",13369,NA,23356,22910,10730,3.309999943,"latest"
"111",111,"Boston University","R1","MA",NA,30729,70216,25000,14136,2.900000095,"latest"
"112",112,"Brandeis University","R1","MA",NA,37688,70848,26852,13176,3,"latest"
"113",113,"Central Michigan University","R2","MI",15677,NA,23890,27000,9350,3.410000086,"latest"
"114",114,"Eastern Michigan University","R2","MI",15394,NA,23662,26000,9744,3.359999895,"latest"
"115",115,"Tufts University","R1","MA",NA,31485,70567,16500,12396,3.059999943,"latest"
"116",116,"Northeastern University","R1","MA",NA,31855,67894,25000,13158,2.859999895,"latest"
"117",117,"Auburn University","R1","AL",23696,NA,31282,21000,10428,3.140000105,"latest"
"118",118,"Arkansas State University-Main Campus","R2","AR",13605,NA,21375,21000,6902,3.75,"latest"
"119",119,"University of Arkansas at Little Rock","R2","AR",12102,NA,21301,21043,7623,3.630000114,"latest"
"120",120,"University of California-Santa Barbara","R1","CA",16236,NA,35987,15306,15994,4.099999905,"latest"
"121",121,"Colorado School of Mines","R2","CO",25781,NA,33038,25000,12065,2.630000114,"latest"
"122",122,"Colorado State University-Fort Collins","R1","CO",19800,NA,26861,20500,10039,2.75,"latest"
"123",123,"Arizona State University-Skysong","R2","AZ",14094,NA,24636,20349,8939,NA,"latest"
"124",124,"University of Tulsa","R2","OK",NA,22817,56906,23250,10564,2.910000086,"latest"
"125",125,"Villanova University","R2","PA",NA,40134,68057,26000,11165,2.690000057,"latest"
"126",126,"Texas A & M University-Corpus Christi","R2","TX",15253,NA,20220,23000,8252,3.940000057,"latest"
"127",127,"University of Houston","R1","TX",16161,NA,24923,19000,11900,3.819999933,"latest"
"128",128,"Rice University","R1","TX",NA,20879,63158,11989,15985,3.109999895,"latest"
"129",129,"The University of Texas at Dallas","R1","TX",14336,NA,24429,18250,12652,2.859999895,"latest"
"130",130,"The University of Texas at San Antonio","R2","TX",13849,NA,20823,21473,9062,3.380000114,"latest"
"131",131,"University of Vermont","R2","VT",18980,NA,32825,21504,10205,2.789999962,"latest"
"132",132,"University of Southern Mississippi","R1","MS",14126,NA,22281,23750,7711,3.99000001,"latest"
"133",133,"University of Missouri-Kansas City","R2","MO",14273,NA,20934,19500,9041,3.150000095,"latest"
"134",134,"Rowan University","R2","NJ",25529,NA,31180,21125,8693,3.700000048,"latest"
"135",135,"Cornell University","R1","NY",NA,30494,70301,14000,15156,3.200000048,"latest"
"136",136,"Yeshiva University","R2","NY",NA,36414,60525,18250,12178,3.349999905,"latest"
"137",137,"Teachers College at Columbia University","R2","NY",NA,NA,NA,NA,14573,4.28000021,"latest"
"138",138,"University at Buffalo","R1","NY",17090,NA,24568,19500,10636,3.890000105,"latest"
"139",139,"University of North Carolina Wilmington","R2","NC",18910,NA,24098,20500,8442,3.119999886,"latest"
"140",140,"University of North Carolina at Greensboro","R2","NC",12158,NA,19779,22586,8757,3.130000114,"latest"
"141",141,"Miami University-Oxford","R2","OH",21758,NA,31811,23250,9534,2.539999962,"latest"
"142",142,"Cleveland State University","R2","OH",15124,NA,22415,22750,9548,3.680000067,"latest"
"143",143,"University of Toledo","R2","OH",16374,NA,23625,23000,8943,3.24000001,"latest"
"144",144,"Ohio University-Main Campus","R2","OH",22453,NA,27705,20909,9082,3.160000086,"latest"
"145",145,"Wright State University-Main Campus","R2","OH",15530,NA,20652,24033,9531,2.940000057,"latest"
"146",146,"University of Oregon","R1","OR",16355,NA,25126,20767,10385,3.809999943,"latest"
"147",147,"Portland State University","R2","OR",13856,NA,21159,21426,9650,4.070000172,"latest"
"148",148,"Drexel University","R1","PA",NA,33631,66841,26000,11064,3.289999962,"latest"
"149",149,"Pennsylvania State University-Main Campus","R1","PA",30996,NA,36048,26000,11139,3.150000095,"latest"
"150",150,"Tennessee Technological University","R2","TN",16321,NA,24898,17566,8176,3.109999895,"latest"
"151",151,"University of Wyoming","R2","WY",13379,NA,19777,18498,9846,3.279999971,"latest"
"152",152,"University of Wisconsin-Madison","R1","WI",18219,NA,25497,20500,12350,2.829999924,"latest"
"153",153,"University of Puerto Rico-Rio Piedras","R2","PR",5719,NA,11299,5500,7118,7.920000076,"latest"
"154",154,"Ponce Health Sciences University","R2","PR",NA,NA,32615,NA,4149,NA,"latest"
"155",155,"Stanford University","R1","CA",NA,12265,69109,11341,20279,3.450000048,"latest"
"156",156,"William & Mary","R2","VA",16383,NA,37386,18325,11141,2.609999895,"latest"
"157",157,"University of Utah","R1","UT",14364,NA,20422,17500,10727,3.170000076,"latest"
"158",158,"Virginia Polytechnic Institute and State University","R1","VA",20964,NA,26240,22895,11660,2.440000057,"latest"
"159",159,"University of Rhode Island","R2","RI",20334,NA,29018,23000,9488,3.170000076,"latest"
"160",160,"University of South Dakota","R2","SD",18075,NA,21622,25000,7895,2.559999943,"latest"
"161",161,"University of Oklahoma-Norman Campus","R1","OK",20780,NA,28306,20880,9806,2.980000019,"latest"
"162",162,"Carnegie Mellon University","R1","PA",NA,32674,70060,23250,12165,2.980000019,"latest"
"163",163,"Duquesne University","R2","PA",NA,29622,51678,27000,9376,3.029999971,"latest"
"164",164,"Lehigh University","R2","PA",NA,30832,65652,23250,13517,2.619999886,"latest"
"165",165,"The University of Tennessee-Knoxville","R1","TN",19142,NA,30930,20500,11076,3.029999971,"latest"
"166",166,"Rutgers University-Newark","R2","NJ",12888,NA,25083,22032,13647,3.529999971,"latest"
"167",167,"New Mexico State University-Main Campus","R2","NM",7867,NA,17885,18370,8707,4.860000134,"latest"
"168",168,"Columbia University in the City of New York","R1","NY",NA,22637,74435,21979,18763,3.670000076,"latest"
"169",169,"Rochester Institute of Technology","R2","NY",NA,30068,54334,27000,10453,3.339999914,"latest"
"170",170,"Rockefeller University","R2","NY",NA,NA,NA,NA,20057,NA,"latest"
"171",171,"Binghamton University","R1","NY",18958,NA,25846,19500,9779,3.450000048,"latest"
"172",172,"Vanderbilt University","R1","TN",NA,20253,67392,15000,13877,2.960000038,"latest"
"173",173,"Southern Methodist University","R2","TX",NA,36575,71875,19500,12829,2.819999933,"latest"
"174",174,"The University of Texas at Arlington","R1","TX",12410,NA,21633,18708,9243,3.279999971,"latest"
"175",175,"Texas State University","R2","TX",15629,NA,22322,20992,8000,3.25999999,"latest"
"176",176,"University of North Texas","R1","TX",13609,NA,22827,20056,9978,3.089999914,"latest"
"177",177,"George Mason University","R1","VA",20321,NA,25871,20000,10953,2.190000057,"latest"
"178",178,"Washington State University","R1","WA",15768,NA,25267,20050,9888,4.25,"latest"
"179",179,"Kansas State University","R1","KS",18450,NA,23724,22250,9106,2.579999924,"latest"
"180",180,"University of Louisville","R1","KY",16692,NA,26140,20534,8724,3.059999943,"latest"
"181",181,"University of Maine","R2","ME",16388,NA,23547,25500,9486,3.140000105,"latest"
"182",182,"University of Maryland-College Park","R1","MD",18457,NA,25919,19000,13045,2.730000019,"latest"
"183",183,"Morgan State University","R2","MD",16991,NA,24084,30500,8742,4.489999771,"latest"
"184",184,"University of Massachusetts-Amherst","R1","MA",21396,NA,30013,23250,12254,2.799999952,"latest"
"185",185,"Massachusetts Institute of Technology","R1","MA",NA,18278,67430,12500,18852,3.220000029,"latest"
"186",186,"Ohio State University-Main Campus","R1","OH",17704,NA,26555,20500,12390,2.75,"latest"
"187",187,"University of Pittsburgh-Pittsburgh Campus","R1","PA",28758,NA,33155,26000,10856,3.279999971,"latest"
"188",188,"University of Colorado Colorado Springs","R2","CO",15812,NA,21737,21500,8322,2.869999886,"latest"
"189",189,"University of Connecticut","R1","CT",21588,NA,30687,21500,11874,3.059999943,"latest"
"190",190,"University of Central Florida","R1","FL",12733,NA,21034,18750,10506,2.980000019,"latest"
"191",191,"Florida Agricultural and Mechanical University","R2","FL",15341,NA,22716,25728,8011,4.679999828,"latest"
"192",192,"Florida Atlantic University","R2","FL",9768,NA,19559,17750,9178,3.24000001,"latest"
"193",193,"University of Delaware","R1","DE",16127,NA,25584,24388,12904,2.849999905,"latest"
"194",194,"American University","R2","DC",NA,34617,64040,23288,12045,2.950000048,"latest"
"195",195,"The Catholic University of America","R2","DC",NA,34972,61627,26000,9748,2.970000029,"latest"
"196",196,"Gallaudet University","R2","DC",NA,15157,37188,16949,10333,3.559999943,"latest"
"197",197,"George Washington University","R1","DC",NA,33734,69204,22000,14659,2.950000048,"latest"
"198",198,"Montclair State University","R2","NJ",19949,NA,27606,23250,10177,3.630000114,"latest"
"199",199,"Rutgers University-New Brunswick","R1","NJ",20623,NA,29877,22032,11843,3.529999971,"latest"
"200",200,"CUNY Graduate School and University Center","R1","NY",NA,NA,NA,12000,15498,4.900000095,"latest"
"201",201,"Temple University","R1","PA",23536,NA,31880,24796,11070,3.700000048,"latest"
"202",202,"Thomas Jefferson University","R2","PA",NA,25743,56855,15750,8243,3.640000105,"latest"
"203",203,"Brown University","R1","RI",NA,31685,71050,15500,15579,3.279999971,"latest"
"204",204,"University of South Carolina-Columbia","R1","SC",19219,NA,26841,22724,10744,3.25999999,"latest"
"205",205,"South Dakota State University","R2","SD",19503,NA,22609,24250,8255,2.480000019,"latest"
"206",206,"University of Missouri-Columbia","R1","MO",18480,NA,26259,22000,9636,2.869999886,"latest"
"207",207,"Saint Louis University","R2","MO",NA,27861,56344,24988,10385,3.039999962,"latest"
"208",208,"University of Missouri-St Louis","R2","MO",10880,NA,22810,20750,8675,3.619999886,"latest"
"209",209,"The University of Montana","R2","MT",15353,NA,19110,23250,7817,4.179999828,"latest"
"210",210,"Dartmouth College","R1","NH",NA,31449,71827,12500,15278,3.180000067,"latest"
"211",211,"North Carolina State University at Raleigh","R1","NC",16404,NA,23600,20500,10964,3.049999952,"latest"
"212",212,"Duke University","R1","NC",NA,23442,72466,11500,16170,3.019999981,"latest"
"213",213,"Kennesaw State University","R2","GA",17688,NA,23824,24126,7167,NA,"latest"
"214",214,"Howard University","R2","DC",NA,39792,43201,26000,9521,4.429999828,"latest"
"215",215,"Georgetown University","R1","DC",NA,30169,71580,15397,15382,3.089999914,"latest"
"216",216,"University of Miami","R1","FL",NA,30841,65298,17511,12367,3.380000114,"latest"
"217",217,"Idaho State University","R2","ID",16679,NA,19858,22968,7391,3.900000095,"latest"
"218",218,"DePaul University","R2","IL",NA,28410,54439,24000,10916,3.539999962,"latest"
"219",219,"University of Chicago","R1","IL",NA,26160,75735,17000,18469,3.349999905,"latest"
"220",220,"University of Illinois at Chicago","R1","IL",13301,NA,25260,17400,11151,3.880000114,"latest"
"221",221,"Ball State University","R2","IN",15020,NA,23783,24000,7514,2.930000067,"latest"
"222",222,"Georgia State University","R1","GA",14519,NA,23951,21250,8780,3.529999971,"latest"
"223",223,"University of Georgia","R1","GA",13971,NA,26252,18750,11177,2.99000001,"latest"
"224",224,"Northern Illinois University","R2","IL",23140,NA,32244,23000,8301,3.529999971,"latest"
"225",225,"Illinois State University","R2","IL",21301,NA,28929,20000,8268,3.200000048,"latest"
"226",226,"University of Notre Dame","R1","IN",NA,32096,69395,19000,14355,2.920000076,"latest"
"227",227,"Iowa State University","R1","IA",15140,NA,20476,22975,11173,2.640000105,"latest"
"228",228,"University of California-San Diego","R1","CA",13318,NA,31891,16808,16373,3.650000095,"latest"
"229",229,"San Diego State University","R2","CA",15287,NA,22990,15340,10903,3.930000067,"latest"
"230",230,"University of San Diego","R2","CA",NA,32576,64732,23782,12284,3.25999999,"latest"
"231",231,"University of Denver","R2","CO",NA,28991,64513,21333,10796,2.75999999,"latest"
"232",232,"University of Florida","R1","FL",8057,NA,21034,16247,11608,3.269999981,"latest"
"233",233,"Loyola University Chicago","R2","IL",NA,34024,57297,25000,10639,3.230000019,"latest"
"234",234,"University of New Orleans","R2","LA",10541,NA,19331,18200,7979,4.050000191,"latest"
"235",235,"University of Minnesota-Twin Cities","R1","MN",17479,NA,26443,19500,11927,2.779999971,"latest"
"236",236,"Western Michigan University","R2","MI",19119,NA,24825,26000,9972,3.220000029,"latest"
"237",237,"University of Massachusetts-Lowell","R2","MA",18882,NA,28201,25000,11606,2.779999971,"latest"
"238",238,"University of Michigan-Ann Arbor","R1","MI",16010,NA,29407,16606,11622,3.079999924,"latest"
"239",239,"Michigan State University","R1","MI",18984,NA,28194,25000,11802,3.180000067,"latest"
"240",240,"Jackson State University","R2","MS",13492,NA,22356,30500,7260,5.329999924,"latest"
"241",241,"Mississippi State University","R1","MS",16830,NA,24275,23000,8789,4.300000191,"latest"
"242",242,"University of Nevada-Reno","R1","NV",14122,NA,21792,19500,10193,3.589999914,"latest"
"243",243,"University of Rochester","R1","NY",NA,29373,70108,20000,12762,3.230000019,"latest"
"244",244,"New York University","R1","NY",NA,42397,69830,21250,14056,3.289999962,"latest"
"245",245,"Syracuse University","R1","NY",NA,34472,65295,27000,11808,3.349999905,"latest"
"246",246,"SUNY at Albany","R1","NY",17298,NA,25238,19537,9678,3.650000095,"latest"
"247",247,"SUNY College of Environmental Science and Forestry","R2","NY",19341,NA,26736,18000,8738,3.539999962,"latest"
"248",248,"University of North Carolina at Chapel Hill","R1","NC",13918,NA,25527,16118,12841,2.970000029,"latest"
"249",249,"University of North Carolina at Charlotte","R2","NC",16943,NA,22346,23000,9622,3.130000114,"latest"
"250",250,"Arizona State University-Downtown Phoenix","R2","AZ",11741,NA,25851,20349,9177,NA,"latest"
"251",251,"University of Akron Main Campus","R2","OH",17124,NA,23417,24955,9837,3.25999999,"latest"
"252",252,"University of North Dakota","R2","ND",15970,NA,20611,23959,8377,3.130000114,"latest"
"253",253,"Texas A & M University-College Station","R1","TX",18944,NA,28314,18500,11879,3.349999905,"latest"
"254",254,"The University of Texas at El Paso","R1","TX",9032,NA,16927,18251,9055,5.019999981,"latest"
"255",255,"Texas Southern University","R2","TX",19950,NA,24004,30347,7598,5.039999962,"latest"
"256",256,"Virginia Commonwealth University","R1","VA",21313,NA,30452,23250,9306,2.779999971,"latest"
"257",257,"University of Virginia-Main Campus","R1","VA",20281,NA,32213,17756,14278,2.529999971,"latest"
"258",258,"University of Wisconsin-Milwaukee","R1","WI",17661,NA,22226,25000,8540,3.220000029,"latest"
"259",259,"Purdue University-Main Campus","R1","IN",12527,NA,22430,19500,12418,2.869999886,"latest"
"260",260,"University of Arizona","R1","AZ",14553,NA,26712,20000,11147,3.269999981,"latest"
"261",261,"Northern Arizona University","R2","AZ",14326,NA,26748,19647,8207,3.930000067,"latest"
"262",262,"University of California-Irvine","R1","CA",14604,NA,32985,15893,15447,3.74000001,"latest"
"263",263,"Loyola Marymount University","R2","CA",NA,39898,64484,20500,11733,3.75,"latest"
"264",264,"University of Dayton","R2","OH",NA,31187,57680,25000,8877,2.519999981,"latest"
"265",265,"University of Alabama in Huntsville","R2","AL",20909,NA,23441,22021,9442,3.640000105,"latest"
"266",266,"University of Alabama at Birmingham","R1","AL",17005,NA,24347,22500,10717,3.450000048,"latest"
"267",267,"Indiana University-Purdue University-Indianapolis","R2","IN",10987,NA,20704,NA,8512,NA,"2018"
"268",268,"University of Kansas","R1","KS",18571,NA,24996,NA,10156,NA,"2018"
"269",269,"Boston College","R1","MA",NA,33562,70588,NA,15323,NA,"2018"
"270",270,"Oakland University","R2","MI",11560,NA,21231,NA,9452,NA,"2018"
"271",271,"University of Mississippi","R1","MS",13857,NA,24822,NA,9217,NA,"2018"
"272",272,"Missouri University of Science and Technology","R2","MO",14205,NA,22012,NA,10628,NA,"2018"
"273",273,"Washington University in St Louis","R1","MO",NA,27427,71975,NA,14960,NA,"2018"
"274",274,"Montana State University","R1","MT",18036,NA,20464,NA,8875,NA,"2018"
"275",275,"University of Nebraska at Omaha","R2","NE",13511,NA,18849,NA,8377,NA,"2018"
"276",276,"University of Nevada-Las Vegas","R1","NV",10551,NA,17582,NA,10778,NA,"2018"
"277",277,"University of Colorado Boulder","R1","CO",21510,NA,30178,NA,11684,NA,"2018"
"278",278,"University of Southern California","R1","CA",NA,30453,72097,NA,14712,NA,"2018"
"279",279,"Yale University","R1","CT",NA,18770,71290,NA,19093,NA,"2018"
"280",280,"Delaware State University","R2","DE",13789,NA,22627,NA,8272,NA,"2018"
"281",281,"Florida International University","R1","FL",8311,NA,19434,NA,10514,NA,"2018"
"282",282,"Florida State University","R1","FL",10744,NA,21623,NA,11108,NA,"2018"
"283",283,"University of South Florida-Main Campus","R1","FL",9838,NA,20456,NA,10168,NA,"2018"
"284",284,"University of Hawaii at Manoa","R1","HI",15286,NA,23948,NA,12163,NA,"2018"
"285",285,"Mercer University","R2","GA",NA,20828,50850,NA,8639,NA,"2018"
"286",286,"Georgia Southern University","R2","GA",15795,NA,21884,NA,6684,NA,"2018"
"287",287,"Oregon State University","R1","OR",19969,NA,25843,NA,9910,NA,"2018"
"288",288,"University of Memphis","R2","TN",13048,NA,22676,NA,8934,NA,"2018"
"289",289,"Baylor University","R2","TX",NA,32601,60619,NA,9968,NA,"2018"
"290",290,"Texas A & M University-Kingsville","R2","TX",14796,NA,22165,NA,7914,NA,"2018"
"291",291,"The University of Texas at Austin","R1","TX",16505,NA,25228,NA,12940,NA,"2018"
"292",292,"Texas Tech University","R1","TX",17033,NA,23157,NA,9228,NA,"2018"
"293",293,"California Institute of Technology","R1","CA",NA,23820,68901,NA,19993,NA,"2018"
"294",294,"University of California-Santa Cruz","R1","CA",17699,NA,35982,NA,14426,NA,"2018"
